CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13092.0,70,5,84.1,0,Inactive Shoppers
13093.0,275,8,796.9,3,High-Value Loyal Shoppers
13094.0,21,12,882.0600000000001,3,High-Value Loyal Shoppers
13095.0,70,1,9.36,0,Inactive Shoppers
13097.0,32,10,271.91,1,Occasional Shoppers
13099.0,99,1,207.35999999999999,2,Frequent Spenders
13101.0,234,1,9.95,4,Regular Shoppers
13102.0,1,24,792.34,3,High-Value Loyal Shoppers
13103.0,39,1,51.0,0,Inactive Shoppers
13104.0,3,6,434.64,1,Occasional Shoppers
13106.0,133,1,76.5,2,Frequent Spenders
13107.0,44,4,162.96,0,Inactive Shoppers
13108.0,372,1,34.8,4,Regular Shoppers
13109.0,59,2,25.5,0,Inactive Shoppers
13110.0,31,7,87.78999999999999,1,Occasional Shoppers
13115.0,11,4,57.6,0,Inactive Shoppers
13116.0,138,1,25.5,2,Frequent Spenders
13117.0,21,8,108.86,1,Occasional Shoppers
13118.0,19,5,140.68,0,Inactive Shoppers
13120.0,238,1,30.599999999999998,4,Regular Shoppers
13121.0,269,1,7.6499999999999995,4,Regular Shoppers
13122.0,94,2,48.56999999999999,0,Inactive Shoppers
13124.0,89,3,52.5,0,Inactive Shoppers
13126.0,4,8,142.07,1,Occasional Shoppers
13127.0,77,1,34.68,0,Inactive Shoppers
13130.0,94,1,39.0,2,Frequent Spenders
13131.0,23,3,46.4,0,Inactive Shoppers
13132.0,261,1,15.299999999999999,4,Regular Shoppers
13133.0,273,2,29.75,4,Regular Shoppers
13134.0,85,4,125.03999999999999,0,Inactive Shoppers
13136.0,56,5,115.30000000000001,0,Inactive Shoppers
13137.0,10,8,31.84,1,Occasional Shoppers
13138.0,22,6,91.82000000000001,0,Inactive Shoppers
13139.0,16,7,330.34000000000003,1,Occasional Shoppers
13140.0,108,3,35.15,2,Frequent Spenders
13141.0,84,5,84.7,0,Inactive Shoppers
13142.0,19,1,20.16,0,Inactive Shoppers
13144.0,332,1,63.75,4,Regular Shoppers
13145.0,39,4,577.6,1,Occasional Shoppers
13146.0,26,1,10.08,0,Inactive Shoppers
13147.0,10,4,712.8000000000001,1,Occasional Shoppers
13148.0,29,12,226.10000000000002,1,Occasional Shoppers
13149.0,14,4,87.24000000000001,0,Inactive Shoppers
13151.0,295,1,20.4,4,Regular Shoppers
13153.0,5,1,6.24,0,Inactive Shoppers
13155.0,33,4,71.85,0,Inactive Shoppers
13157.0,49,4,50.54,0,Inactive Shoppers
13158.0,94,4,80.1,0,Inactive Shoppers
13159.0,8,4,40.16,0,Inactive Shoppers
13160.0,22,1,15.0,0,Inactive Shoppers
13161.0,313,1,27.0,4,Regular Shoppers
13162.0,122,4,32.07,2,Frequent Spenders
13165.0,46,2,80.16,0,Inactive Shoppers
13166.0,283,1,2.5,4,Regular Shoppers
13167.0,18,4,98.58,0,Inactive Shoppers
13168.0,36,4,34.849999999999994,0,Inactive Shoppers
13169.0,63,2,39.300000000000004,0,Inactive Shoppers
13170.0,26,1,6.75,0,Inactive Shoppers
13171.0,21,3,33.16,0,Inactive Shoppers
13173.0,4,2,15.149999999999999,0,Inactive Shoppers
13174.0,16,3,36.099999999999994,0,Inactive Shoppers
13176.0,46,1,0.85,0,Inactive Shoppers
13177.0,64,1,17.700000000000003,0,Inactive Shoppers
13178.0,26,11,361.98,1,Occasional Shoppers
13182.0,45,1,10.5,0,Inactive Shoppers
13183.0,7,9,175.9,1,Occasional Shoppers
13184.0,14,10,72.2,1,Occasional Shoppers
13185.0,267,1,71.4,4,Regular Shoppers
13186.0,39,3,80.28,0,Inactive Shoppers
13187.0,337,1,1.25,4,Regular Shoppers
13188.0,11,1,99.60000000000001,0,Inactive Shoppers
13189.0,18,2,19.0,0,Inactive Shoppers
13192.0,95,2,41.1,0,Inactive Shoppers
13193.0,61,1,2.9,0,Inactive Shoppers
13194.0,135,1,34.0,2,Frequent Spenders
13196.0,11,4,73.65,0,Inactive Shoppers
13198.0,10,6,109.5,1,Occasional Shoppers
13200.0,19,4,117.45,0,Inactive Shoppers
13203.0,9,4,56.879999999999995,0,Inactive Shoppers
13207.0,15,2,42.120000000000005,0,Inactive Shoppers
13208.0,58,6,55.419999999999995,0,Inactive Shoppers
13209.0,30,8,263.01,1,Occasional Shoppers
13210.0,93,1,25.5,2,Frequent Spenders
13211.0,10,3,223.2,0,Inactive Shoppers
13212.0,19,3,15.1,0,Inactive Shoppers
13213.0,56,5,136.42000000000002,0,Inactive Shoppers
13216.0,267,1,69.12,4,Regular Shoppers
13217.0,122,3,294.94,2,Frequent Spenders
13218.0,127,1,15.0,2,Frequent Spenders
13220.0,78,4,344.1,1,Occasional Shoppers
13221.0,240,2,20.3,4,Regular Shoppers
13223.0,200,2,115.80000000000001,2,Frequent Spenders
13224.0,60,2,19.32,0,Inactive Shoppers
13225.0,3,7,1696.5,3,High-Value Loyal Shoppers
13226.0,273,1,9.95,4,Regular Shoppers
13227.0,201,1,67.5,2,Frequent Spenders
13228.0,81,1,179.0,0,Inactive Shoppers
13229.0,225,1,15.0,2,Frequent Spenders
13230.0,4,14,53.16,1,Occasional Shoppers
13232.0,12,7,75.3,1,Occasional Shoppers
13233.0,74,2,60.839999999999996,0,Inactive Shoppers
13235.0,212,1,19.799999999999997,2,Frequent Spenders
13236.0,24,2,52.18,0,Inactive Shoppers
13238.0,17,4,159.7,0,Inactive Shoppers
13239.0,261,1,18.96,4,Regular Shoppers
13240.0,96,4,42.85,0,Inactive Shoppers
13242.0,112,3,62.400000000000006,2,Frequent Spenders
13243.0,203,1,5.1,2,Frequent Spenders
13244.0,92,1,4.95,0,Inactive Shoppers
13245.0,50,1,24.900000000000002,0,Inactive Shoppers
13246.0,18,6,246.43,1,Occasional Shoppers
13247.0,17,4,119.55000000000001,0,Inactive Shoppers
13248.0,124,2,33.36,2,Frequent Spenders
13249.0,92,3,302.03999999999996,1,Occasional Shoppers
13253.0,156,2,42.36,2,Frequent Spenders
13255.0,9,2,31.6,0,Inactive Shoppers
13256.0,14,1,0.0,0,Inactive Shoppers
13258.0,11,3,25.34,0,Inactive Shoppers
13259.0,61,1,8.5,0,Inactive Shoppers
13260.0,61,1,19.92,0,Inactive Shoppers
13261.0,268,2,234.0,4,Regular Shoppers
13262.0,263,1,6.959999999999999,4,Regular Shoppers
13265.0,53,5,166.48,1,Occasional Shoppers
13266.0,11,12,388.22,1,Occasional Shoppers
13267.0,2,19,343.46,3,High-Value Loyal Shoppers
13268.0,17,11,83.0,1,Occasional Shoppers
13269.0,1,15,288.79,1,Occasional Shoppers
13270.0,366,1,590.0,4,Regular Shoppers
13271.0,37,1,0.39,0,Inactive Shoppers
13272.0,31,2,36.660000000000004,0,Inactive Shoppers
13273.0,113,1,24.900000000000002,2,Frequent Spenders
13276.0,63,2,58.2,0,Inactive Shoppers
13277.0,15,4,149.0,0,Inactive Shoppers
13278.0,40,1,10.5,0,Inactive Shoppers
13279.0,78,1,9.36,0,Inactive Shoppers
13280.0,122,3,47.75,2,Frequent Spenders
13282.0,18,3,139.20000000000002,0,Inactive Shoppers
13283.0,59,2,29.3,0,Inactive Shoppers
13284.0,330,1,25.5,4,Regular Shoppers
13285.0,23,4,57.4,0,Inactive Shoppers
13291.0,155,1,12.450000000000001,2,Frequent Spenders
13292.0,38,2,65.1,0,Inactive Shoppers
13294.0,189,2,42.0,2,Frequent Spenders
13295.0,359,1,19.799999999999997,4,Regular Shoppers
13296.0,137,1,15.0,2,Frequent Spenders
13297.0,7,4,164.34,0,Inactive Shoppers
13298.0,1,1,90.0,0,Inactive Shoppers
13299.0,268,1,29.700000000000003,4,Regular Shoppers
13300.0,169,1,23.0,2,Frequent Spenders
13301.0,103,4,65.52,0,Inactive Shoppers
13302.0,155,1,63.75,2,Frequent Spenders
13304.0,351,1,12.600000000000001,4,Regular Shoppers
13305.0,4,10,224.89,1,Occasional Shoppers
13307.0,120,1,15.0,2,Frequent Spenders
13308.0,22,3,54.36,0,Inactive Shoppers
13309.0,7,5,79.64,0,Inactive Shoppers
13310.0,28,3,39.42,0,Inactive Shoppers
13311.0,4,2,34.54,0,Inactive Shoppers
13313.0,22,5,67.78,0,Inactive Shoppers
13314.0,1,3,36.980000000000004,0,Inactive Shoppers
13316.0,37,4,408.93,1,Occasional Shoppers
13317.0,66,6,136.0,1,Occasional Shoppers
13318.0,1,3,197.88,0,Inactive Shoppers
13319.0,5,26,638.79,3,High-Value Loyal Shoppers
13320.0,78,4,47.3,0,Inactive Shoppers
13321.0,72,2,259.04,0,Inactive Shoppers
13322.0,17,1,8.3,0,Inactive Shoppers
13323.0,3,5,424.8,1,Occasional Shoppers
13324.0,36,10,1048.2,3,High-Value Loyal Shoppers
13325.0,81,1,16.5,0,Inactive Shoppers
13327.0,38,8,437.3,1,Occasional Shoppers
13328.0,316,1,19.799999999999997,4,Regular Shoppers
13329.0,31,2,90.6,0,Inactive Shoppers
13330.0,92,3,56.28,0,Inactive Shoppers
13332.0,14,1,17.0,0,Inactive Shoppers
13334.0,82,3,47.8,0,Inactive Shoppers
13336.0,77,1,15.299999999999999,0,Inactive Shoppers
13338.0,157,1,10.2,2,Frequent Spenders
13339.0,200,1,17.4,2,Frequent Spenders
13340.0,45,7,830.08,3,High-Value Loyal Shoppers
13341.0,260,1,87.6,4,Regular Shoppers
13343.0,177,1,19.8,2,Frequent Spenders
13344.0,67,3,79.64,0,Inactive Shoppers
13345.0,287,1,17.700000000000003,4,Regular Shoppers
13347.0,70,1,39.599999999999994,0,Inactive Shoppers
13348.0,64,1,10.2,0,Inactive Shoppers
13349.0,10,1,15.600000000000001,0,Inactive Shoppers
13350.0,16,2,77.1,0,Inactive Shoppers
13351.0,66,1,50.0,0,Inactive Shoppers
13352.0,60,1,10.5,0,Inactive Shoppers
13354.0,71,1,10.5,0,Inactive Shoppers
13355.0,122,1,17.700000000000003,2,Frequent Spenders
13356.0,80,1,17.4,0,Inactive Shoppers
13357.0,257,1,9.9,4,Regular Shoppers
13358.0,268,1,17.9,4,Regular Shoppers
13359.0,63,1,50.0,0,Inactive Shoppers
13362.0,9,4,84.3,0,Inactive Shoppers
13363.0,17,2,34.5,0,Inactive Shoppers
13364.0,71,1,24.96,0,Inactive Shoppers
13365.0,33,2,66.0,0,Inactive Shoppers
13366.0,50,1,56.160000000000004,0,Inactive Shoppers
13368.0,256,2,45.480000000000004,4,Regular Shoppers
13369.0,365,1,40.0,4,Regular Shoppers
13370.0,371,1,25.200000000000003,4,Regular Shoppers
13372.0,89,1,9.95,0,Inactive Shoppers
13373.0,60,3,54.6,0,Inactive Shoppers
13375.0,88,1,16.5,0,Inactive Shoppers
13376.0,99,3,65.69999999999999,0,Inactive Shoppers
13379.0,26,3,12.24,0,Inactive Shoppers
13381.0,31,6,141.72,1,Occasional Shoppers
13382.0,280,1,15.0,4,Regular Shoppers
13384.0,30,7,186.20000000000002,1,Occasional Shoppers
13385.0,329,1,17.700000000000003,4,Regular Shoppers
13388.0,131,2,26.1,2,Frequent Spenders
13389.0,11,3,35.16,0,Inactive Shoppers
13390.0,74,1,15.0,0,Inactive Shoppers
13391.0,203,1,59.8,2,Frequent Spenders
13394.0,1,8,147.03,1,Occasional Shoppers
13395.0,185,1,1.92,2,Frequent Spenders
13396.0,29,2,63.06,0,Inactive Shoppers
13397.0,72,5,368.45,1,Occasional Shoppers
13398.0,192,1,9.959999999999999,2,Frequent Spenders
13402.0,127,2,34.85,2,Frequent Spenders
13403.0,17,1,15.0,0,Inactive Shoppers
13404.0,1,2,32.34,0,Inactive Shoppers
13405.0,74,3,66.0,0,Inactive Shoppers
13410.0,24,5,212.6,1,Occasional Shoppers
13411.0,107,1,18.75,2,Frequent Spenders
13414.0,133,3,454.65,1,Occasional Shoppers
13416.0,43,2,97.7,0,Inactive Shoppers
13417.0,4,2,41.2,0,Inactive Shoppers
13418.0,11,18,373.78999999999996,3,High-Value Loyal Shoppers
13419.0,63,1,10.5,0,Inactive Shoppers
13420.0,149,2,34.2,2,Frequent Spenders
13421.0,40,2,37.05,0,Inactive Shoppers
13422.0,64,1,13.200000000000001,0,Inactive Shoppers
13425.0,108,3,41.7,2,Frequent Spenders
13426.0,0,10,330.36,1,Occasional Shoppers
13427.0,19,3,44.22,0,Inactive Shoppers
13428.0,10,1,0.65,0,Inactive Shoppers
13429.0,10,4,69.4,0,Inactive Shoppers
13430.0,18,2,55.56,0,Inactive Shoppers
13431.0,67,2,53.8,0,Inactive Shoppers
13434.0,74,2,187.08,0,Inactive Shoppers
13435.0,5,7,224.32,1,Occasional Shoppers
13436.0,1,1,11.7,0,Inactive Shoppers
13437.0,14,7,106.75999999999999,1,Occasional Shoppers
13439.0,255,1,6.5,4,Regular Shoppers
13441.0,91,1,12.600000000000001,0,Inactive Shoppers
13447.0,23,3,34.3,0,Inactive Shoppers
13448.0,16,6,74.61,0,Inactive Shoppers
13449.0,23,1,20.4,0,Inactive Shoppers
13450.0,26,6,113.76,1,Occasional Shoppers
13451.0,26,5,37.35,0,Inactive Shoppers
13452.0,259,2,590.0,4,Regular Shoppers
13453.0,165,2,43.7,2,Frequent Spenders
13455.0,24,2,34.8,0,Inactive Shoppers
13456.0,17,6,350.40000000000003,1,Occasional Shoppers
13458.0,7,14,423.76,3,High-Value Loyal Shoppers
13460.0,29,2,22.98,0,Inactive Shoppers
13461.0,38,3,156.1,0,Inactive Shoppers
13462.0,252,1,19.8,4,Regular Shoppers
13464.0,58,1,10.5,0,Inactive Shoppers
13466.0,184,1,17.700000000000003,2,Frequent Spenders
13467.0,10,2,18.56,0,Inactive Shoppers
13470.0,99,2,33.0,0,Inactive Shoppers
13471.0,1,4,71.9,0,Inactive Shoppers
13473.0,60,2,32.879999999999995,0,Inactive Shoppers
13474.0,236,1,1.7,4,Regular Shoppers
13475.0,191,4,78.18,2,Frequent Spenders
13476.0,178,2,38.7,2,Frequent Spenders
13477.0,37,6,120.32,1,Occasional Shoppers
13479.0,200,2,50.4,2,Frequent Spenders
13481.0,45,5,82.15,0,Inactive Shoppers
13482.0,232,1,17.4,4,Regular Shoppers
13483.0,65,1,10.08,0,Inactive Shoppers
13484.0,241,1,67.5,4,Regular Shoppers
13485.0,233,1,12.5,4,Regular Shoppers
13486.0,78,3,40.620000000000005,0,Inactive Shoppers
13487.0,57,3,53.099999999999994,0,Inactive Shoppers
13488.0,17,13,229.53,1,Occasional Shoppers
13489.0,105,4,259.2,1,Occasional Shoppers
13491.0,51,10,151.38,1,Occasional Shoppers
13492.0,136,3,41.4,2,Frequent Spenders
13493.0,275,2,198.0,4,Regular Shoppers
13494.0,311,1,20.16,4,Regular Shoppers
13495.0,7,5,139.78,0,Inactive Shoppers
13496.0,10,2,32.0,0,Inactive Shoppers
13497.0,282,2,51.75,4,Regular Shoppers
13499.0,17,5,183.94,1,Occasional Shoppers
13500.0,23,3,45.55,0,Inactive Shoppers
13501.0,288,1,10.2,4,Regular Shoppers
13502.0,16,3,39.12,0,Inactive Shoppers
13504.0,64,1,14.850000000000001,0,Inactive Shoppers
13505.0,72,4,93.66,0,Inactive Shoppers
13506.0,316,2,36.599999999999994,4,Regular Shoppers
13507.0,3,4,79.05,0,Inactive Shoppers
13508.0,243,1,15.9,4,Regular Shoppers
13509.0,8,7,223.9,1,Occasional Shoppers
13510.0,1,4,48.28,0,Inactive Shoppers
13512.0,260,1,17.85,4,Regular Shoppers
13513.0,126,1,9.899999999999999,2,Frequent Spenders
13514.0,73,1,39.900000000000006,0,Inactive Shoppers
13515.0,72,4,80.34,0,Inactive Shoppers
13516.0,21,3,230.34,0,Inactive Shoppers
13517.0,59,3,54.599999999999994,0,Inactive Shoppers
13518.0,85,1,19.799999999999997,0,Inactive Shoppers
13519.0,78,1,11.9,0,Inactive Shoppers
13520.0,58,6,421.9,1,Occasional Shoppers
13521.0,1,3,11.16,0,Inactive Shoppers
13522.0,30,1,17.700000000000003,0,Inactive Shoppers
13523.0,33,5,101.53,0,Inactive Shoppers
13524.0,40,5,175.20000000000002,1,Occasional Shoppers
13525.0,14,2,464.0,1,Occasional Shoppers
13527.0,33,7,133.51,1,Occasional Shoppers
13529.0,78,2,33.2,0,Inactive Shoppers
13531.0,205,2,54.3,2,Frequent Spenders
13532.0,33,1,2.08,0,Inactive Shoppers
13533.0,182,3,11.75,2,Frequent Spenders
13534.0,2,25,535.73,3,High-Value Loyal Shoppers
13536.0,1,7,144.57999999999998,1,Occasional Shoppers
13538.0,43,7,309.6,1,Occasional Shoppers
13539.0,85,3,46.9,0,Inactive Shoppers
13544.0,39,2,10.7,0,Inactive Shoppers
13546.0,12,3,31.45,0,Inactive Shoppers
13548.0,96,2,11.049999999999999,0,Inactive Shoppers
13549.0,25,7,138.2,1,Occasional Shoppers
13551.0,319,1,17.85,4,Regular Shoppers
13552.0,66,12,282.27,1,Occasional Shoppers
13555.0,73,4,166.9,0,Inactive Shoppers
13557.0,28,2,49.8,0,Inactive Shoppers
13558.0,5,4,17.7,0,Inactive Shoppers
13560.0,7,1,2.95,0,Inactive Shoppers
13561.0,215,1,2.08,2,Frequent Spenders
13562.0,81,3,53.650000000000006,0,Inactive Shoppers
13563.0,84,2,94.35,0,Inactive Shoppers
13564.0,144,3,570.59,1,Occasional Shoppers
13565.0,19,2,11.0,0,Inactive Shoppers
13566.0,40,2,5.5,0,Inactive Shoppers
13568.0,173,1,8.3,2,Frequent Spenders
13569.0,17,2,8.7,0,Inactive Shoppers
13570.0,243,1,3.9,4,Regular Shoppers
13571.0,12,12,100.29,1,Occasional Shoppers
13572.0,205,1,17.700000000000003,2,Frequent Spenders
13573.0,50,2,41.67,0,Inactive Shoppers
13575.0,23,5,99.61,0,Inactive Shoppers
13577.0,25,4,86.4,0,Inactive Shoppers
13579.0,14,2,66.30000000000001,0,Inactive Shoppers
13581.0,309,1,7.95,4,Regular Shoppers
13583.0,155,1,9.0,2,Frequent Spenders
13584.0,306,1,9.95,4,Regular Shoppers
13587.0,63,1,23.4,0,Inactive Shoppers
13588.0,15,9,101.00999999999999,1,Occasional Shoppers
13589.0,14,2,39.95,0,Inactive Shoppers
13590.0,11,6,359.74,1,Occasional Shoppers
13591.0,64,3,57.120000000000005,0,Inactive Shoppers
13592.0,35,4,79.07,0,Inactive Shoppers
13593.0,108,5,60.8,0,Inactive Shoppers
13594.0,52,1,9.9,0,Inactive Shoppers
13596.0,5,2,21.78,0,Inactive Shoppers
13598.0,47,1,1.25,0,Inactive Shoppers
13599.0,1,21,535.15,3,High-Value Loyal Shoppers
13600.0,312,1,4.95,4,Regular Shoppers
13601.0,45,2,19.45,0,Inactive Shoppers
13602.0,64,1,16.5,0,Inactive Shoppers
13603.0,26,1,6.24,0,Inactive Shoppers
13606.0,29,3,52.19,0,Inactive Shoppers
13607.0,40,1,23.4,0,Inactive Shoppers
13610.0,12,7,62.79,1,Occasional Shoppers
13611.0,89,3,70.2,0,Inactive Shoppers
13614.0,24,4,50.040000000000006,0,Inactive Shoppers
13615.0,318,1,23.25,4,Regular Shoppers
13617.0,40,3,23.65,0,Inactive Shoppers
13618.0,173,1,6.959999999999999,2,Frequent Spenders
13621.0,116,1,4.0,2,Frequent Spenders
13623.0,30,5,53.14,0,Inactive Shoppers
13626.0,252,1,17.4,4,Regular Shoppers
13627.0,59,5,84.48,0,Inactive Shoppers
13630.0,5,7,414.8,1,Occasional Shoppers
13632.0,24,5,72.87,0,Inactive Shoppers
13634.0,33,5,27.04,0,Inactive Shoppers
13635.0,67,1,17.4,0,Inactive Shoppers
13636.0,36,5,105.35,0,Inactive Shoppers
13637.0,52,3,17.849999999999998,0,Inactive Shoppers
13638.0,15,1,10.5,0,Inactive Shoppers
13639.0,74,1,23.4,0,Inactive Shoppers
13642.0,215,1,4.25,2,Frequent Spenders
13643.0,31,3,39.5,0,Inactive Shoppers
13644.0,16,4,83.34,0,Inactive Shoppers
13645.0,120,1,19.9,2,Frequent Spenders
13647.0,9,4,78.25999999999999,0,Inactive Shoppers
13649.0,256,2,17.2,4,Regular Shoppers
13650.0,16,6,88.34,0,Inactive Shoppers
13651.0,35,2,28.5,0,Inactive Shoppers
13652.0,45,3,55.04,0,Inactive Shoppers
13654.0,43,6,159.2,1,Occasional Shoppers
13655.0,114,2,45.8,2,Frequent Spenders
13656.0,164,2,12.75,2,Frequent Spenders
13657.0,10,2,22.8,0,Inactive Shoppers
13658.0,9,5,130.88,0,Inactive Shoppers
13659.0,205,2,75.55,2,Frequent Spenders
13662.0,85,3,67.8,0,Inactive Shoppers
13663.0,179,1,16.5,2,Frequent Spenders
13666.0,60,3,39.8,0,Inactive Shoppers
13667.0,149,1,4.16,2,Frequent Spenders
13668.0,2,21,325.2,3,High-Value Loyal Shoppers
13669.0,50,2,17.55,0,Inactive Shoppers
13670.0,75,1,16.5,0,Inactive Shoppers
13672.0,301,2,81.0,4,Regular Shoppers
13673.0,18,2,31.2,0,Inactive Shoppers
13675.0,151,2,54.96,2,Frequent Spenders
13678.0,151,1,4.8,2,Frequent Spenders
13680.0,1,4,131.85,0,Inactive Shoppers
13681.0,17,4,55.61,0,Inactive Shoppers
13682.0,187,1,25.5,2,Frequent Spenders
13684.0,285,1,3.0,4,Regular Shoppers
13686.0,182,1,8.5,2,Frequent Spenders
13689.0,63,1,179.0,0,Inactive Shoppers
13690.0,59,1,10.2,0,Inactive Shoppers
13692.0,24,3,74.9,0,Inactive Shoppers
13695.0,31,15,530.63,3,High-Value Loyal Shoppers
13697.0,38,1,15.0,0,Inactive Shoppers
13699.0,155,1,17.700000000000003,2,Frequent Spenders
13700.0,26,10,238.83,1,Occasional Shoppers
13703.0,318,1,99.5,4,Regular Shoppers
13704.0,5,9,176.68,1,Occasional Shoppers
13705.0,7,3,51.599999999999994,0,Inactive Shoppers
13706.0,302,1,7.800000000000001,4,Regular Shoppers
13707.0,267,2,25.2,4,Regular Shoppers
13708.0,271,1,4.949999999999999,4,Regular Shoppers
13709.0,3,13,433.26000000000005,1,Occasional Shoppers
13710.0,31,1,19.799999999999997,0,Inactive Shoppers
13711.0,218,2,55.400000000000006,2,Frequent Spenders
13712.0,246,1,15.0,4,Regular Shoppers
13715.0,281,5,52.59,4,Regular Shoppers
13716.0,269,1,7.5,4,Regular Shoppers
13717.0,32,6,60.989999999999995,0,Inactive Shoppers
13718.0,246,2,38.099999999999994,4,Regular Shoppers
13719.0,15,5,83.25,0,Inactive Shoppers
13720.0,116,4,144.5,2,Frequent Spenders
13721.0,36,1,9.48,0,Inactive Shoppers
13722.0,131,3,78.63,2,Frequent Spenders
13723.0,217,1,47.2,2,Frequent Spenders
13725.0,49,8,251.2,1,Occasional Shoppers
13726.0,38,2,26.52,0,Inactive Shoppers
13727.0,28,2,29.85,0,Inactive Shoppers
13728.0,36,6,89.24000000000001,0,Inactive Shoppers
13730.0,135,2,37.8,2,Frequent Spenders
13731.0,219,2,34.5,2,Frequent Spenders
13732.0,28,1,14.22,0,Inactive Shoppers
13735.0,24,4,58.5,0,Inactive Shoppers
13736.0,5,2,10.690000000000001,0,Inactive Shoppers
13737.0,200,1,73.94999999999999,2,Frequent Spenders
13739.0,18,1,41.7,0,Inactive Shoppers
13740.0,240,1,5.04,4,Regular Shoppers
13741.0,71,3,81.85,0,Inactive Shoppers
13742.0,16,12,249.20000000000002,1,Occasional Shoppers
13743.0,2,7,187.2,1,Occasional Shoppers
13744.0,95,2,22.68,0,Inactive Shoppers
13745.0,162,1,9.0,2,Frequent Spenders
13747.0,373,1,79.6,4,Regular Shoppers
13748.0,95,5,255.41,1,Occasional Shoppers
13750.0,53,5,923.61,3,High-Value Loyal Shoppers
13751.0,288,1,165.0,4,Regular Shoppers
13752.0,124,6,203.55,1,Occasional Shoppers
13753.0,287,1,15.0,4,Regular Shoppers
13754.0,151,2,30.6,2,Frequent Spenders
13755.0,3,9,103.18,1,Occasional Shoppers
13756.0,2,14,753.32,3,High-Value Loyal Shoppers
13758.0,11,7,308.7,1,Occasional Shoppers
13759.0,33,2,116.4,0,Inactive Shoppers
13760.0,54,2,7.99,0,Inactive Shoppers
13761.0,50,2,28.4,0,Inactive Shoppers
13762.0,218,1,104.39999999999999,2,Frequent Spenders
13763.0,63,1,162.72,0,Inactive Shoppers
13764.0,70,3,37.34,0,Inactive Shoppers
13769.0,2,10,274.38,1,Occasional Shoppers
13771.0,64,4,190.7,0,Inactive Shoppers
13772.0,33,3,67.4,0,Inactive Shoppers
13774.0,81,1,19.8,0,Inactive Shoppers
13778.0,103,1,8.25,2,Frequent Spenders
13780.0,7,2,7.15,0,Inactive Shoppers
13781.0,250,1,4.25,4,Regular Shoppers
13782.0,12,6,47.97,0,Inactive Shoppers
13784.0,9,11,949.3199999999999,3,High-Value Loyal Shoppers
13786.0,367,1,81.6,4,Regular Shoppers
13787.0,75,2,29.5,0,Inactive Shoppers
13790.0,4,1,4.5600000000000005,0,Inactive Shoppers
13791.0,127,2,469.0,1,Occasional Shoppers
13792.0,66,2,35.550000000000004,0,Inactive Shoppers
13799.0,116,2,60.9,2,Frequent Spenders
13800.0,309,1,30.0,4,Regular Shoppers
13801.0,66,1,9.95,0,Inactive Shoppers
13802.0,138,3,206.8,2,Frequent Spenders
13803.0,255,1,17.700000000000003,4,Regular Shoppers
13804.0,30,7,147.99,1,Occasional Shoppers
13805.0,52,2,205.48000000000002,0,Inactive Shoppers
13806.0,63,1,65.4,0,Inactive Shoppers
13807.0,367,1,19.799999999999997,4,Regular Shoppers
13808.0,5,5,181.98,1,Occasional Shoppers
13809.0,305,1,7.95,4,Regular Shoppers
13810.0,28,3,717.1,1,Occasional Shoppers
13811.0,183,3,294.75,2,Frequent Spenders
13812.0,42,3,42.48,0,Inactive Shoppers
13813.0,39,4,73.2,0,Inactive Shoppers
13814.0,92,2,30.6,0,Inactive Shoppers
13815.0,22,4,144.9,0,Inactive Shoppers
13816.0,23,2,76.5,0,Inactive Shoppers
13817.0,29,2,38.5,0,Inactive Shoppers
13819.0,301,3,54.2,4,Regular Shoppers
13821.0,144,2,31.740000000000002,2,Frequent Spenders
13822.0,5,2,12.09,0,Inactive Shoppers
13823.0,18,2,50.5,0,Inactive Shoppers
13824.0,32,5,313.0,1,Occasional Shoppers
13826.0,176,1,21.9,2,Frequent Spenders
13827.0,57,3,11.1,0,Inactive Shoppers
13828.0,22,1,14.850000000000001,0,Inactive Shoppers
13831.0,16,6,692.3,1,Occasional Shoppers
13832.0,19,1,17.4,0,Inactive Shoppers
13833.0,159,1,15.9,2,Frequent Spenders
13835.0,25,4,81.45,0,Inactive Shoppers
13837.0,211,2,18.75,2,Frequent Spenders
13838.0,5,4,26.049999999999997,0,Inactive Shoppers
13841.0,252,1,85.0,4,Regular Shoppers
13842.0,58,9,157.16,1,Occasional Shoppers
13844.0,11,1,20.8,0,Inactive Shoppers
13845.0,64,1,19.799999999999997,0,Inactive Shoppers
13846.0,24,3,46.95,0,Inactive Shoppers
13848.0,92,3,1120.0,3,High-Value Loyal Shoppers
13849.0,51,2,32.7,0,Inactive Shoppers
13851.0,95,3,39.699999999999996,0,Inactive Shoppers
13853.0,57,1,118.44,0,Inactive Shoppers
13856.0,168,3,177.0,2,Frequent Spenders
13858.0,57,1,12.600000000000001,0,Inactive Shoppers
13859.0,326,1,3.75,4,Regular Shoppers
13860.0,1,5,97.74000000000001,0,Inactive Shoppers
13862.0,18,8,121.38,1,Occasional Shoppers
13863.0,247,1,11.9,4,Regular Shoppers
13865.0,58,4,72.2,0,Inactive Shoppers
13866.0,74,1,27.04,0,Inactive Shoppers
13867.0,31,3,45.9,0,Inactive Shoppers
13869.0,123,4,38.1,2,Frequent Spenders
13870.0,2,8,170.20000000000002,1,Occasional Shoppers
13871.0,22,13,280.61,1,Occasional Shoppers
